GeneSymbol	altName	NCBI_Accession	Chr	Start	End	Zma_alias	Zma_fullname	Zma_description	Ara_ortholog	Ara_alias	Annotation	TF	EC	KO	GO
GRMZM2G032145	burp3	NP_001142627	Chr7	6,575,550	6,579,920	burp3	BURP domain-containing protein-RD22-like3	hypothetical protein LOC100274899 	AT5G25610	ATRD22,RD22	BURP domain-containing protein	-			
GRMZM2G474726	ATTERC,PDE149(Ara)	-	-	-	-	-	-	-	AT5G12130	ATTERC,PDE149	integral membrane TerC family protein	-			GO:GO:0016021
GRMZM2G097349	hb49	NP_001151416	Chr1	243,185,151	243,187,447	hb49	Homeobox-transcription factor 49	homeobox-leucine zipper protein HAT7 	AT1G69780	ATHB13	Homeobox-leucine zipper protein family	HD-ZIP		K09338	GO:GO:0043565,GO:GO:0006355,GO:GO:0003700,GO:GO:0003677
GRMZM2G044989	GRMZM2G044989	NP_001131742	-	-	-	-	-	hypothetical protein LOC100193108 	AT4G24790		AAA-type ATPase family protein	-	2.7.7.7		
GRMZM5G862882	GRMZM5G862882	NP_001141097	-	-	-	-	-	hypothetical protein LOC100273180 	AT3G58060		Cation efflux family protein	-			GO:GO:0055085,GO:GO:0016021,GO:GO:0008324,GO:GO:0006812
GRMZM2G118515	tcp1	NP_001132898	Chr8	159,216,940	159,224,411	tcp1	thiamine diphosphate carrier protein1	hypothetical protein LOC100194395 	AT5G48970		Mitochondrial substrate carrier family protein	-		K15108	
GRMZM2G335657	mtLPD1(Ara)	C4J5G3	-	-	-	-	-	Putative uncharacterized protein 	AT1G48030	mtLPD1	mitochondrial lipoamide dehydrogenase 1	-	1.8.1.4,1.6.2.6	K00382	GO:GO:0055114,GO:GO:0016491,GO:GO:0045454
GRMZM2G120839	ATCRR3,CCR3(Ara)	-	-	-	-	-	-	-	AT3G55950	ATCRR3,CCR3	CRINKLY4 related 3	-	2.7.11.1		GO:GO:0006468,GO:GO:0005524,GO:GO:0004672
GRMZM2G137849	ATBT1,EMB104,EMB42,SHS1(Ara)	NP_001123588	-	-	-	-	-	LOC100170234 	AT4G32400	ATBT1,EMB104,EMB42,SHS1	Mitochondrial substrate carrier family protein	-			
GRMZM2G039588	GRMZM2G039588	NP_001146695	-	-	-	-	-	hypothetical protein LOC100280296 	AT5G57330		Galactose mutarotase-like superfamily protein	-	5.1.3.15		GO:GO:0016853,GO:GO:0005975
AC198923.4_FG002	AC198923.4_FG002	B6SSB4	-	-	-	-	-	Putative uncharacterized protein 				-			
GRMZM5G889321	GRMZM5G889321	-	-	-	-	-	-	-	AT5G04500		glycosyltransferase family protein 47	-	2.4.1.225,2.4.1.224		GO:GO:0016021,GO:GO:0015012,GO:GO:0006024
GRMZM2G121612	ATSS3,SS3(Ara)	NP_001106015	-	-	-	-	-	starch synthase IIIb-1 precursor 	AT1G11720	ATSS3,SS3	starch synthase 3	-	2.4.1.21		
GRMZM2G112908	GRMZM2G112908	-	-	-	-	-	-	-	AT5G58560		Phosphatidate cytidylyltransferase family protein	-			
GRMZM2G320920	emb1345(Ara)	-	-	-	-	-	-	-	AT2G26060	emb1345	Transducin/WD40 repeat-like superfamily protein	-			GO:GO:0005515
GRMZM2G456132	GRMZM2G456132	NM_001154938	-	-	-	-	-	nucleic acid binding protein (LOC100282025), mRNA	AT1G31600		RNA-binding (RRM/RBD/RNP motifs) family protein	-	2.1.1.229	K10770	
GRMZM2G156206	GRMZM2G156206	NP_001141557	-	-	-	-	-	hypothetical protein LOC100273673 	AT5G64090			-			
GRMZM2G143599	GRMZM2G143599	NP_001149189	-	-	-	-	-	mps one binder kinase activator-like 1A 	AT5G45550		Mob1/phocein family protein	-		K06685	
GRMZM2G035156	bhlh74	-	Chr1	15,133,264	15,135,363	bhlh74	bHLH-transcription factor 74	-	AT3G47710	BHLH161,BNQ3	BANQUO 3	bHLH			GO:GO:0046983
GRMZM2G003417	ABC1,ATABC1,ATATH10(Ara)	-	-	-	-	-	-	-	AT4G01660	ABC1,ATABC1,ATATH10	ABC transporter 1	-			
GRMZM2G374385	GRMZM2G374385	NP_001131687	-	-	-	-	-	hypothetical protein LOC100193047 	AT2G18220		Noc2p family	-			
GRMZM5G867798	GRMZM5G867798	NP_001146903	-	-	-	-	-	BRASSINOSTEROID INSENSITIVE 1-associated receptor kinase 1 	AT5G10290		leucine-rich repeat transmembrane protein kinase family protein	-	2.7.11.1		GO:GO:0005515,GO:GO:0006468,GO:GO:0004672
GRMZM2G141925	GRMZM2G141925	NP_001150766	-	-	-	-	-	LOC100284399 	AT3G19460		Reticulon family protein	-			
GRMZM2G112836	GRMZM2G112836	-	-	-	-	-	-	-	AT2G28150		Domain of unknown function (DUF966)	-			
GRMZM2G008748	GRMZM2G008748	NP_001130513	-	-	-	-	-	hypothetical protein LOC100191612 	AT1G74050		Ribosomal protein L6 family protein	-			GO:GO:0006412,GO:GO:0005840,GO:GO:0005622,GO:GO:0003735
GRMZM2G139199	GRMZM2G139199	-	-	-	-	-	-	-	AT5G63370		Protein kinase superfamily protein	-	2.7.11.22	K08818	GO:GO:0006468,GO:GO:0004672
GRMZM2G063394	GRMZM2G063394	-	-	-	-	-	-	-	AT1G76390		ARM repeat superfamily protein	-	6.3.2.19		GO:GO:0016567,GO:GO:0004842
GRMZM2G014180	ATRAP74,RAP74(Ara)	NP_001148823	-	-	-	-	-	LOC100282440 	AT4G12610	ATRAP74,RAP74	transcription activators;DNA binding;RNA polymerase II transcription factors;catalytics;transcription initiation factors	-			GO:GO:0032968,GO:GO:0006367,GO:GO:0005634,GO:GO:0003677
GRMZM2G141818	ago104	NP_001169445	Chr6	168,642,369	168,650,358	ago104	argonaute104	hypothetical protein LOC100383316 	AT2G27040	AGO4,OCP11	Argonaute family protein	-		K11593	GO:GO:0005515
GRMZM2G018193	GRMZM2G018193	-	-	-	-	-	-	-				-			GO:GO:0045735
GRMZM2G018586	GRMZM2G018586	NP_001148900	-	-	-	-	-	ER6 protein 	AT1G09740		Adenine nucleotide alpha hydrolases-like superfamily protein	-			GO:GO:0006950
GRMZM2G005290	GRMZM2G005290	-	-	-	-	-	-	-	AT1G03230		Eukaryotic aspartyl protease family protein	-	3.4.23.12		GO:GO:0006508,GO:GO:0004190
GRMZM2G087212	AtTMN1,TMN1(Ara)	NP_001140443	-	-	-	-	-	hypothetical protein LOC100272502 	AT1G10950	AtTMN1,TMN1	transmembrane nine 1	-		K17087	GO:GO:0016021
GRMZM2G376743	LTI65,RD29B(Ara)	-	-	-	-	-	-	-	AT5G52300	LTI65,RD29B	CAP160 protein	-			
GRMZM2G163227	GRMZM2G163227	NP_001144763	-	-	-	-	-	hypothetical protein LOC100277822 	AT2G45060		Uncharacterised conserved protein UCP022280	-			
AC233945.1_FG003	AC233945.1_FG003	NP_001151913	-	-	-	-	-	LOC100285550 	AT1G71140		MATE efflux family protein	-		K03327	GO:GO:0055085,GO:GO:0016020,GO:GO:0015297,GO:GO:0015238,GO:GO:0006855
GRMZM2G154628	pip2d	Q9ATM6	Chr5	195,239,679	195,242,694	pip2d	plasma membrane intrinsic protein2	Aquaporin PIP2-4 (Plasma membrane intrinsic protein 2-4)(ZmPIP2-4)(ZmPIP2;4)	AT3G53420	PIP2,PIP2;1,PIP2A	plasma membrane intrinsic protein 2A	-		K09872	GO:GO:0016020,GO:GO:0006810,GO:GO:0005215
GRMZM2G146948	GRMZM2G146948	NP_001151127	-	-	-	-	-	calcineurin subunit B 	AT3G18430		Calcium-binding EF-hand family protein	-		K06268	
GRMZM2G037485	csu147	NP_001168583	Chr9	101,747,048	101,748,531	csu147		hypothetical protein LOC100382367 				-			
GRMZM5G897988	GRMZM5G897988	NP_001149895	-	-	-	-	-	LOC100283523 	AT3G54130		Josephin family protein	-	3.4.19.12	K11863	GO:GO:0008242
GRMZM2G309970	WPP2(Ara)	NP_001159027	-	-	-	-	-	hypothetical protein LOC100304042 	AT1G47200	WPP2	WPP domain protein 2	-			
GRMZM2G396402	GRMZM2G396402	NP_001145615	-	-	-	-	-	hypothetical protein LOC100279098 	AT1G27461			-			
GRMZM2G071223	GRMZM2G071223	B6SIQ4	-	-	-	-	-	Putative uncharacterized protein 	AT2G43780			-			
GRMZM2G366402	GRMZM2G366402	NP_001141076	-	-	-	-	-	hypothetical protein LOC100273158 	AT1G20110		RING/FYVE/PHD zinc finger superfamily protein	-			GO:GO:0046872
GRMZM2G098557	sbp7	-	Chr4	200,132,272	200,137,588	sbp7	SBP-transcription factor 7	-	AT1G20980	ATSPL14,FBR6,SPL14,SPL1R2	squamosa promoter binding protein-like 14	SBP			GO:GO:0005634,GO:GO:0003677
GRMZM2G035370	glk16	-	Chr2	3,109,831	3,112,898	glk16	G2-like-transcription factor 16	-	AT5G06800		myb-like HTH transcriptional regulator family protein	G2-like			
GRMZM2G485559	AtENODL17,ENODL17(Ara)	NP_001149513	-	-	-	-	-	blue copper protein 	AT5G15350	AtENODL17,ENODL17	early nodulin-like protein 17	-			GO:GO:0009055
GRMZM2G152466	tua4	P33626	Chr5	9,481,738	9,485,476	tua4	alpha tubulin4	Tubulin alpha-4 chain Fragments (Alpha-4-tubulin)	AT4G14960	TUA6	Tubulin/FtsZ family protein	-		K07374	GO:GO:0003924,GO:GO:0007017,GO:GO:0005874
GRMZM2G067707	GRMZM2G067707	B4FET5	-	-	-	-	-	Putative uncharacterized proteinUbiquinol-cytochrome c reductase complex ubiquinone-binding protein QP-C ;	AT3G10860		Cytochrome b-c1 complex, subunit 8 protein	-			GO:GO:0008121
GRMZM2G012933	GRMZM2G012933	-	-	-	-	-	-	-	AT3G14470		NB-ARC domain-containing disease resistance protein	-			GO:GO:0043531
GRMZM2G053458	fdx3	P27788	Chr1	296,097,227	296,102,118	fdx3	ferredoxin3	Ferredoxin-3, chloroplastic Precursor (Ferredoxin III)(Fd III)	AT2G27510	ATFD3,FD3	ferredoxin 3	-		K02639	GO:GO:0051536,GO:GO:0009055
GRMZM2G416386	ADCS,emb1997(Ara)	-	-	-	-	-	-	-	AT2G28880	ADCS,emb1997	para-aminobenzoate (PABA) synthase family protein	-	2.6.1.85	K13950	GO:GO:0016833,GO:GO:0009058
GRMZM2G073591	mmp66	NP_001169539	Chr1	37,319,479	37,323,563	mmp66		hypothetical protein LOC100383415 	AT1G77740	PIP5K2	phosphatidylinositol-4-phosphate 5-kinase 2	-	2.7.1.68		GO:GO:0046488,GO:GO:0016307
GRMZM2G119941	incw4	NM_001111429	Chr2	3,190,291	3,193,646	incw4	invertase cell wall4	invertase cell wall4 (incw4), mRNA	AT1G55120	AtcwINV3,ATFRUCT5,FRUCT5	beta-fructofuranosidase 5	-	3.2.1.26	K01193	
GRMZM2G487359	GRMZM2G487359	-	-	-	-	-	-	-	AT4G02030		Vps51/Vps67 family (components of vesicular transport) protein	-			
GRMZM2G371944	GRMZM2G371944	NP_001143388	-	-	-	-	-	hypothetical protein LOC100276026 	AT2G42130		Plastid-lipid associated protein PAP / fibrillin family protein	-			
GRMZM2G008468	GRMZM2G008468	NP_001148539	-	-	-	-	-	golgi transport 1 protein B 	AT3G03180		Got1/Sft2-like vescicle transport protein family	-			GO:GO:0016192
GRMZM2G143535	GRMZM2G143535	NP_001151800	-	-	-	-	-	DNA-3-methyladenine glycosylase 	AT3G12040		DNA-3-methyladenine glycosylase (MAG)	-	3.2.2.21	K03652	GO:GO:0006284,GO:GO:0003905,GO:GO:0003677
GRMZM2G429057	GRMZM2G429057	-	-	-	-	-	-	-	AT1G80360		Pyridoxal phosphate (PLP)-dependent transferases superfamily protein	-			GO:GO:0030170,GO:GO:0009058
GRMZM5G843237	GRMZM5G843237	-	-	-	-	-	-	-				-			
GRMZM2G534113	GRMZM2G534113	-	-	-	-	-	-	-				-			
GRMZM2G470862	GRMZM2G470862	NP_001130982	-	-	-	-	-	hypothetical protein LOC100192087 	AT3G08000		RNA-binding (RRM/RBD/RNP motifs) family protein	-			GO:GO:0003676
GRMZM2G018148	YSL7(Ara)	-	-	-	-	-	-	-	AT1G65730	YSL7	YELLOW STRIPE like 7	-			GO:GO:0055085
GRMZM2G422259	GRMZM2G422259	NP_001142887	-	-	-	-	-	hypothetical protein LOC100275300 				-			
GRMZM2G367834	GRMZM2G367834	-	Chr2	196,361,823	196,383,651	GRMZM2G367834		-	AT2G46790	APRR9,PRR9,TL1	pseudo-response regulator 9	-		K12130	GO:GO:0005515,GO:GO:0000160
GRMZM5G863146	GRMZM5G863146	NP_001168944	-	-	-	-	-	hypothetical protein LOC100382758 	AT3G18215		Protein of unknown function, DUF599	-			
GRMZM2G120657	mmp195d	B7ZX26	Chr1	286,920,861	286,924,957	mmp195d		Putative uncharacterized protein 	AT3G03770		Leucine-rich repeat protein kinase family protein	-	2.7.11.1		GO:GO:0005515,GO:GO:0006468,GO:GO:0004672
GRMZM2G145204	GRMZM2G145204	C4J932	-	-	-	-	-	Putative uncharacterized protein 	AT2G42490		Copper amine oxidase family protein	-	1.4.3.21		GO:GO:0055114,GO:GO:0048038,GO:GO:0009308,GO:GO:0008131,GO:GO:0005507
GRMZM2G043489	GRMZM2G043489	NP_001146572	-	-	-	-	-	hypothetical protein LOC100280168 	AT1G74160			-			
GRMZM2G163081	rpl5b	NP_001151284	Chr8	163,737,203	163,740,608	rpl5b	60S ribosomal protein L5-1 homolog b	60S ribosomal protein L5-1 	AT3G25520	ATL5,OLI5,PGY3,RPL5A	ribosomal protein L5	-		K02932	GO:GO:0006412,GO:GO:0005840,GO:GO:0005622,GO:GO:0003735,GO:GO:0008097
GRMZM2G120008	GRMZM2G120008	NP_001143230	-	-	-	-	-	hypothetical protein LOC100275747 				-			
GRMZM2G163304	GRMZM2G163304	NP_001140806	-	-	-	-	-	hypothetical protein LOC100272881 	AT5G47610		RING/U-box superfamily protein	-			
GRMZM2G082894	GRMZM2G082894	-	-	-	-	-	-	-	AT4G27390			-			
GRMZM2G070273	kcbp1	Q9FQL7	Chr2	3,067,260	3,076,483	kcbp1	kinesin-like calmodulin binding protein1	Kinesin-like calmodulin binding protein 	AT5G65930	KCBP,PKCBP,ZWI	kinesin-like calmodulin-binding protein (ZWICHEL)	-	3.6.4.5		GO:GO:0005856,GO:GO:0008017,GO:GO:0007018,GO:GO:0005524,GO:GO:0003777,GO:GO:0005871
GRMZM2G352415	GRMZM2G352415	NP_001130539	-	-	-	-	-	hypothetical protein LOC100191638 	AT2G44060		Late embryogenesis abundant protein, group 2	-			
GRMZM2G018241	cesa9	NP_001104959	Chr2	161,757,546	161,763,704	cesa9	cellulose synthase9	cellulose synthase-9 	AT5G05170	ATCESA3,ATH-B,CESA3,CEV1,IXR1	Cellulose synthase family protein	-	2.4.1.12	K10999	
GRMZM5G814549	GRMZM5G814549	NP_001146017	-	-	-	-	-	hypothetical protein LOC100279548 	AT4G22760		Tetratricopeptide repeat (TPR)-like superfamily protein	-			
GRMZM2G438895	GRMZM2G438895	-	-	-	-	-	-	-	AT4G36520		Chaperone DnaJ-domain superfamily protein	-			
GRMZM2G107696	ATUBP14,PER1,TTN6,UBP14(Ara)	NP_001169228	-	-	-	-	-	hypothetical protein LOC100383086 	AT3G20630	ATUBP14,PER1,TTN6,UBP14	ubiquitin-specific protease 14	-	3.4.19.12	K11836	GO:GO:0008270
GRMZM2G164265	GRMZM2G164265	NP_001152463	-	-	-	-	-	ATP binding protein 	AT3G03940		Protein kinase family protein	-	2.7.11.1		GO:GO:0006468,GO:GO:0005524,GO:GO:0004672
GRMZM2G053299	umc2243	NP_001141313	Chr1	296,102,632	296,106,489	umc2243		hypothetical protein LOC100273404 	AT5G09810	ACT7	actin 7	-		K10355	
GRMZM2G104538	cl25041_1a	Q2N2K4	Chr2	2,500,510	2,502,357	cl25041_1a		Probable phytol kinase, chloroplastic Precursor (EC 2.7.-.-)	AT5G04490	VTE5	vitamin E pathway gene 5	-	2.7.1.182	K18678	
GRMZM2G104430	GRMZM2G104430	-	-	-	-	-	-	-	AT1G14570		UBX domain-containing protein	-			GO:GO:0005515
GRMZM2G324767	umc1196a	NP_001145158	Chr10	143,142,000	143,142,817	umc1196a		hypothetical protein LOC100278392 	AT3G22070		proline-rich family protein	-			
GRMZM2G179462	pmpm4	B6SPH7	Chr1	43,986,382	43,987,175	pmpm4	proteolipid membrane potential regulator4	Putative uncharacterized protein 	AT2G38905		Low temperature and salt responsive protein family	-			GO:GO:0016021
GRMZM2G449019	UGT88A1(Ara)	-	-	-	-	-	-	-	AT3G16520	UGT88A1	UDP-glucosyl transferase 88A1	-			GO:GO:0016758,GO:GO:0008152
GRMZM5G852329	GRMZM5G852329	B4FSS0	-	-	-	-	-	Putative uncharacterized protein 	AT4G31170		Protein kinase superfamily protein	-	2.7.12.1		GO:GO:0006468,GO:GO:0004672
AC206638.3_FG007	AC206638.3_FG007	NP_001150877	-	-	-	-	-	VQ motif family protein 	AT3G58000		VQ motif-containing protein	-			
GRMZM2G466835	AtRLP46,RLP46(Ara)	NP_001170171	-	-	-	-	-	hypothetical protein LOC100384111 	AT4G04220	AtRLP46,RLP46	receptor like protein 46	-	2.7.11.1		GO:GO:0005515
GRMZM2G045070	GRMZM2G045070	NP_001147914	-	-	-	-	-	topoisomerase-like protein 	AT5G63190		MA3 domain-containing protein	-			
GRMZM2G060183	ATPLT5,ATPMT5,PMT5(Ara)	NP_001146002	-	-	-	-	-	hypothetical protein LOC100279532 	AT3G18830	ATPLT5,ATPMT5,PMT5	polyol/monosaccharide transporter 5	-			GO:GO:0055085,GO:GO:0016021
GRMZM2G043943	GRMZM2G043943	-	-	-	-	-	-	-	AT5G19730		Pectin lyase-like superfamily protein	-	3.1.1.11	K01051	GO:GO:0042545,GO:GO:0030599,GO:GO:0005618
GRMZM2G039345	GRMZM2G039345	-	-	-	-	-	-	-	AT1G73110		P-loop containing nucleoside triphosphate hydrolases superfamily protein	-			
GRMZM2G017429	mterf19	NP_001169079	Chr5	207,948,915	207,950,416	mterf19	mTERF-domain protein19	hypothetical protein LOC100382920 	AT5G07900		Mitochondrial transcription termination factor family protein	-		K15032	GO:GO:0006355,GO:GO:0005739,GO:GO:0003690
GRMZM2G431309	gras75	NP_001147837	Chr2	208,500,828	208,504,903	gras75	GRAS-transcription factor 75	LOC100281447 	AT1G50600	SCL5	scarecrow-like 5	GRAS			
GRMZM2G095595	GRMZM2G095595	NP_001159115	-	-	-	-	-	hypothetical protein LOC100304188 				-			
GRMZM2G463871	ATBETAFRUCT4,VAC-INV(Ara)	-	-	-	-	-	-	-	AT1G12240	ATBETAFRUCT4,VAC-INV	Glycosyl hydrolases family 32 protein	-	3.2.1.26	K01193	GO:GO:0004575,GO:GO:0004564
GRMZM2G164672	GRMZM2G164672	-	-	-	-	-	-	-				-			
GRMZM2G120596	ATSEC22,SEC22(Ara)	-	-	-	-	-	-	-	AT1G11890	ATSEC22,SEC22	Synaptobrevin family protein	-			GO:GO:0016192,GO:GO:0016021
GRMZM2G099745	GRMZM2G099745	NP_001147003	-	-	-	-	-	LOC100280613 	AT2G04410		RPM1-interacting protein 4 (RIN4) family protein	-			
GRMZM2G035338	GRMZM2G035338	NP_001140315	-	-	-	-	-	hypothetical protein LOC100272360 	AT1G03030		P-loop containing nucleoside triphosphate hydrolases superfamily protein	-	2.7.1.48		GO:GO:0016301,GO:GO:0008152,GO:GO:0005524
GRMZM2G009510	ATCHS,CHS,TT4(Ara)	-	-	-	-	-	-	-	AT5G13930	ATCHS,CHS,TT4	Chalcone and stilbene synthase family protein	-	2.3.1.211		GO:GO:0016747,GO:GO:0008610,GO:GO:0016020,GO:GO:0006633
GRMZM2G167103	GRMZM2G167103	NP_001149698	-	-	-	-	-	LOC100283325 	AT3G30340		nodulin MtN21 /EamA-like transporter family protein	-		K02940	GO:GO:0016021,GO:GO:0016020,GO:GO:0019843,GO:GO:0006412,GO:GO:0005840,GO:GO:0003735,GO:GO:0022857
GRMZM2G386952	AtRLP45,RLP45(Ara)	-	-	-	-	-	-	-	AT3G53240	AtRLP45,RLP45	receptor like protein 45	-	2.7.11.1,2.7.10.1		GO:GO:0005515
GRMZM2G016259	GRMZM2G016259	NP_001169855	-	-	-	-	-	hypothetical protein LOC100383748 				-			
GRMZM2G436583	ATCNGC14,CNGC14(Ara)	-	-	-	-	-	-	-	AT2G24610	ATCNGC14,CNGC14	cyclic nucleotide-gated channel 14	-			
GRMZM5G849091	GRMZM5G849091	-	-	-	-	-	-	-				-			
GRMZM5G847216	GRMZM5G847216	NP_001144328	-	-	-	-	-	hypothetical protein LOC100277225 	AT3G14760			-			
GRMZM2G414696	GRMZM2G414696	-	-	-	-	-	-	-				-			
GRMZM5G832375	GRMZM5G832375	-	-	-	-	-	-	-				-			
AC196726.2_FG001	AC196726.2_FG001	B6UFR6	-	-	-	-	-	Putative uncharacterized protein 				-			
GRMZM2G365770	GRMZM2G365770	NM_001176272	-	-	-	-	-	hypothetical protein LOC100383624 (LOC100383624), mRNA	AT3G15040		Protein of unknown function, DUF584	-			
GRMZM2G020484	ATPTR1,PTR1(Ara)	NP_001131161	-	-	-	-	-	hypothetical protein LOC100192469 	AT3G54140	ATPTR1,PTR1	peptide transporter 1	-	3.6.3.43		GO:GO:0055085,GO:GO:0016021,GO:GO:0016020,GO:GO:0006810,GO:GO:0005215
GRMZM2G135476	GRMZM2G135476	NP_001140325	-	-	-	-	-	hypothetical protein LOC100272372 	AT4G31600		UDP-N-acetylglucosamine (UAA) transporter family	-			
GRMZM2G007475	GRMZM2G007475	-	-	-	-	-	-	-	AT2G38480		Uncharacterised protein family (UPF0497)	-			
GRMZM2G114337	GRMZM2G114337	NP_001143584	-	-	-	-	-	hypothetical protein LOC100276287 	AT4G31350		Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein	-			GO:GO:0016020,GO:GO:0008375
GRMZM2G058026	GRMZM2G058026	NP_001146528	-	-	-	-	-	hypothetical protein LOC100280120 	AT1G49050		Eukaryotic aspartyl protease family protein	-	3.4.23.12		GO:GO:0006508,GO:GO:0004190
GRMZM5G891196	GRMZM5G891196	-	-	-	-	-	-	-				-			
GRMZM5G857641	GRMZM5G857641	-	-	-	-	-	-	-	AT2G37980		O-fucosyltransferase family protein	-			
GRMZM2G102639	emb2444(Ara)	NP_001130902	-	-	-	-	-	hypothetical protein LOC100192006 	AT2G18510	emb2444	RNA-binding (RRM/RBD/RNP motifs) family protein	-		K12831	GO:GO:0003676
AC218998.2_FG003	AC218998.2_FG003	-	-	-	-	-	-	-	AT4G19890		Pentatricopeptide repeat (PPR-like) superfamily protein	-			
GRMZM2G058244	GRMZM2G058244	NP_001151861	-	-	-	-	-	UDP-glucose 6-dehydrogenase 	AT5G15490		UDP-glucose 6-dehydrogenase family protein	-	1.1.1.22	K00012	GO:GO:0055114,GO:GO:0051287,GO:GO:0016616
GRMZM2G051174	GRMZM2G051174	NP_001149393	-	-	-	-	-	translation initiation factor eIF-2B beta subunit 	AT3G07300		NagB/RpiA/CoA transferase-like superfamily protein	-		K03754	GO:GO:0044237
GRMZM2G134073	nactf9	NP_001151274	Chr8	159,967,636	159,969,818	nactf9	NAC-transcription factor 9	NAC domain-containing protein 68 	AT3G04070	anac047,NAC047	NAC domain containing protein 47	NAC			GO:GO:0006355,GO:GO:0003677
GRMZM2G351232	e2f3	-	Chr1	262,525,868	262,531,447	e2f3	E2F-DP-transcription factor 23	-	AT1G14700	ATPAP3,PAP3	purple acid phosphatase 3	E2F/DP	3.1.3.2,1.11.1.7		GO:GO:0016787,GO:GO:0006355,GO:GO:0005667,GO:GO:0003700
AC202396.4_FG010	ANAC002,ATAF1(Ara)	-	-	-	-	-	-	-	AT1G01720	ANAC002,ATAF1	NAC (No Apical Meristem) domain transcriptional regulator superfamily protein	-			
GRMZM2G438524	ppr53	NP_001130291	Chr1	299,484,354	299,486,920	ppr53	pentatricopeptide repeat53	hypothetical protein LOC100191385 	AT5G46580		pentatricopeptide (PPR) repeat-containing protein	-			
GRMZM2G070389	pco118092	NP_001132105	Chr2	3,082,367	3,086,726	pco118092		hypothetical protein LOC100193521 	AT5G54750		Transport protein particle (TRAPP) component	-			GO:GO:0016192
GRMZM2G071333	GRMZM2G071333	-	-	-	-	-	-	-	AT1G09620		ATP binding;leucine-tRNA ligases;aminoacyl-tRNA ligases;nucleotide binding;ATP binding;aminoacyl-tRNA ligases	-	6.1.1.4	K01869	GO:GO:0006418,GO:GO:0000166,GO:GO:0005524,GO:GO:0004812
